MPC control debug log
steps=24000 Ts=0.00005000 total_time=1.200000
PU base: I=8.00 V=32.00 omega=200.00
FRF: enable=1 settle=2000 f_start=2.000Hz f_end=120.000Hz amp=0.800A
k=0000 mode=0 ctrl_mode=1 fw=0 Rs=0.4481 Vdc=48.00 | i=(0.000,0.043) wm=0.00 | th_ref=0.00 th=0.00 epos_live=0.00 epos_pi=0.00 espd=0.00 | w_ref=0.00 id_ref=0.00 iq_ref=0.00 id_fw=0.00 Tl=0.001 | enc=0 | mpcJ=0.0003
k=3950 mode=0 ctrl_mode=1 fw=0 Rs=0.4800 Vdc=46.19 | i=(0.019,-0.217) wm=-30.68 | th_ref=0.00 th=0.01 epos_live=-0.01 epos_pi=0.00 espd=7.76 | w_ref=0.00 id_ref=0.00 iq_ref=-0.32 id_fw=0.00 Tl=17.725 | enc=8 | mpcJ=0.0022
k=4000 mode=0 ctrl_mode=1 fw=0 Rs=0.4817 Vdc=47.75 | i=(0.056,-0.364) wm=0.00 | th_ref=0.00 th=-0.00 epos_live=0.00 epos_pi=0.00 espd=6.76 | w_ref=0.00 id_ref=0.00 iq_ref=-0.40 id_fw=0.00 Tl=-4.804 | enc=-2 | mpcJ=0.0009
k=4050 mode=0 ctrl_mode=1 fw=0 Rs=0.4692 Vdc=49.42 | i=(0.052,-0.367) wm=0.00 | th_ref=0.00 th=-0.02 epos_live=0.02 epos_pi=0.00 espd=7.58 | w_ref=0.00 id_ref=0.00 iq_ref=-0.31 id_fw=0.00 Tl=-5.876 | enc=-15 | mpcJ=0.0015
k=4100 mode=0 ctrl_mode=1 fw=0 Rs=0.4703 Vdc=46.69 | i=(-0.009,0.269) wm=0.00 | th_ref=0.00 th=-0.05 epos_live=0.05 epos_pi=0.00 espd=10.07 | w_ref=0.00 id_ref=0.00 iq_ref=-0.10 id_fw=0.00 Tl=-7.268 | enc=-31 | mpcJ=0.0144
k=4150 mode=0 ctrl_mode=1 fw=0 Rs=0.4657 Vdc=46.80 | i=(0.107,0.209) wm=0.00 | th_ref=0.00 th=-0.07 epos_live=0.07 epos_pi=0.00 espd=9.38 | w_ref=0.00 id_ref=0.00 iq_ref=0.03 id_fw=0.00 Tl=-7.476 | enc=-48 | mpcJ=0.0078
k=4200 mode=0 ctrl_mode=1 fw=0 Rs=0.4791 Vdc=49.74 | i=(0.126,0.079) wm=0.00 | th_ref=0.00 th=-0.10 epos_live=0.10 epos_pi=0.00 espd=10.48 | w_ref=0.00 id_ref=0.00 iq_ref=0.16 id_fw=0.00 Tl=-8.107 | enc=-67 | mpcJ=0.0009
k=4250 mode=0 ctrl_mode=1 fw=0 Rs=0.4789 Vdc=48.21 | i=(0.241,0.475) wm=0.00 | th_ref=0.00 th=-0.13 epos_live=0.13 epos_pi=0.00 espd=12.16 | w_ref=0.00 id_ref=0.00 iq_ref=0.43 id_fw=0.00 Tl=-8.782 | enc=-87 | mpcJ=0.0001
k=4300 mode=0 ctrl_mode=1 fw=0 Rs=0.4787 Vdc=46.57 | i=(0.351,0.613) wm=0.00 | th_ref=0.00 th=-0.16 epos_live=0.16 epos_pi=0.00 espd=12.17 | w_ref=0.00 id_ref=0.00 iq_ref=0.62 id_fw=0.00 Tl=-8.785 | enc=-107 | mpcJ=0.0010
k=4350 mode=0 ctrl_mode=1 fw=0 Rs=0.4786 Vdc=49.33 | i=(0.611,0.673) wm=0.00 | th_ref=0.00 th=-0.19 epos_live=0.19 epos_pi=0.00 espd=12.17 | w_ref=0.00 id_ref=0.00 iq_ref=0.83 id_fw=0.00 Tl=-8.720 | enc=-127 | mpcJ=0.0000
k=4400 mode=0 ctrl_mode=1 fw=0 Rs=0.4783 Vdc=49.26 | i=(0.987,0.732) wm=0.00 | th_ref=0.00 th=-0.22 epos_live=0.22 epos_pi=0.00 espd=10.04 | w_ref=0.00 id_ref=0.00 iq_ref=1.06 id_fw=0.00 Tl=-7.836 | enc=-146 | mpcJ=0.0022
k=4450 mode=0 ctrl_mode=1 fw=0 Rs=0.4785 Vdc=46.33 | i=(0.975,0.584) wm=0.00 | th_ref=0.00 th=-0.25 epos_live=0.25 epos_pi=0.00 espd=11.06 | w_ref=0.00 id_ref=0.00 iq_ref=1.19 id_fw=0.00 Tl=-7.901 | enc=-165 | mpcJ=0.0010
k=4500 mode=0 ctrl_mode=1 fw=0 Rs=0.4781 Vdc=47.85 | i=(1.474,0.698) wm=0.00 | th_ref=0.00 th=-0.28 epos_live=0.28 epos_pi=0.00 espd=9.08 | w_ref=0.00 id_ref=0.00 iq_ref=1.32 id_fw=0.00 Tl=-6.901 | enc=-182 | mpcJ=0.0080
k=4550 mode=0 ctrl_mode=1 fw=0 Rs=0.4784 Vdc=49.46 | i=(1.609,0.605) wm=-30.68 | th_ref=0.00 th=-0.30 epos_live=0.30 epos_pi=0.00 espd=10.15 | w_ref=0.00 id_ref=0.00 iq_ref=1.54 id_fw=0.00 Tl=15.961 | enc=-198 | mpcJ=0.0040
k=4600 mode=0 ctrl_mode=1 fw=0 Rs=0.4778 Vdc=46.66 | i=(1.781,0.538) wm=0.00 | th_ref=0.00 th=-0.32 epos_live=0.32 epos_pi=0.00 espd=6.42 | w_ref=0.00 id_ref=0.00 iq_ref=1.53 id_fw=0.00 Tl=-5.015 | enc=-211 | mpcJ=0.0088
k=4650 mode=0 ctrl_mode=1 fw=0 Rs=0.4780 Vdc=46.69 | i=(1.648,0.380) wm=0.00 | th_ref=0.00 th=-0.34 epos_live=0.34 epos_pi=0.00 espd=6.62 | w_ref=0.00 id_ref=0.00 iq_ref=1.57 id_fw=0.00 Tl=-4.521 | enc=-223 | mpcJ=0.0004
k=4700 mode=0 ctrl_mode=1 fw=0 Rs=0.4778 Vdc=49.60 | i=(1.651,0.243) wm=0.00 | th_ref=0.00 th=-0.36 epos_live=0.36 epos_pi=0.00 espd=3.79 | w_ref=0.00 id_ref=0.00 iq_ref=1.56 id_fw=0.00 Tl=-3.070 | enc=-232 | mpcJ=0.0000
k=4750 mode=0 ctrl_mode=1 fw=0 Rs=0.4781 Vdc=48.09 | i=(1.334,0.088) wm=0.00 | th_ref=0.00 th=-0.37 epos_live=0.37 epos_pi=0.00 espd=5.22 | w_ref=0.00 id_ref=0.00 iq_ref=1.44 id_fw=0.00 Tl=-2.984 | enc=-240 | mpcJ=0.0040
k=4800 mode=0 ctrl_mode=1 fw=0 Rs=0.4778 Vdc=46.50 | i=(1.421,0.087) wm=0.00 | th_ref=0.00 th=-0.38 epos_live=0.38 epos_pi=0.00 espd=2.71 | w_ref=0.00 id_ref=0.00 iq_ref=1.31 id_fw=0.00 Tl=-1.791 | enc=-245 | mpcJ=0.0011
k=4850 mode=0 ctrl_mode=1 fw=0 Rs=0.4778 Vdc=49.34 | i=(1.385,0.158) wm=-30.68 | th_ref=0.00 th=-0.38 epos_live=0.38 epos_pi=0.00 espd=4.19 | w_ref=0.00 id_ref=0.00 iq_ref=1.19 id_fw=0.00 Tl=20.959 | enc=-249 | mpcJ=0.0074
k=4900 mode=0 ctrl_mode=1 fw=0 Rs=0.4781 Vdc=49.35 | i=(0.915,-0.024) wm=0.00 | th_ref=0.00 th=-0.39 epos_live=0.39 epos_pi=0.00 espd=3.34 | w_ref=0.00 id_ref=0.00 iq_ref=0.93 id_fw=0.00 Tl=-1.097 | enc=-251 | mpcJ=0.0008
k=4950 mode=0 ctrl_mode=1 fw=0 Rs=0.4782 Vdc=46.46 | i=(0.886,0.128) wm=0.00 | th_ref=0.00 th=-0.39 epos_live=0.39 epos_pi=0.00 espd=2.21 | w_ref=0.00 id_ref=0.00 iq_ref=0.71 id_fw=0.00 Tl=-0.732 | enc=-252 | mpcJ=0.0070
k=5000 mode=0 ctrl_mode=1 fw=0 Rs=0.4781 Vdc=47.98 | i=(0.495,-0.134) wm=0.00 | th_ref=0.00 th=-0.39 epos_live=0.39 epos_pi=0.00 espd=0.00 | w_ref=0.00 id_ref=0.00 iq_ref=0.43 id_fw=0.00 Tl=0.136 | enc=-252 | mpcJ=0.0038
k=5050 mode=0 ctrl_mode=1 fw=0 Rs=0.4776 Vdc=49.55 | i=(0.268,-0.105) wm=0.00 | th_ref=0.00 th=-0.39 epos_live=0.39 epos_pi=0.00 espd=0.00 | w_ref=0.00 id_ref=0.00 iq_ref=0.20 id_fw=0.00 Tl=0.121 | enc=-252 | mpcJ=0.0022
k=5100 mode=0 ctrl_mode=1 fw=0 Rs=0.4803 Vdc=46.68 | i=(0.109,-0.142) wm=0.00 | th_ref=0.00 th=-0.39 epos_live=0.39 epos_pi=0.00 espd=0.02 | w_ref=0.00 id_ref=0.00 iq_ref=-0.00 id_fw=0.00 Tl=-0.114 | enc=-253 | mpcJ=0.0051
k=5150 mode=0 ctrl_mode=1 fw=0 Rs=0.4779 Vdc=46.63 | i=(-0.072,0.304) wm=0.00 | th_ref=0.00 th=-0.39 epos_live=0.39 epos_pi=0.00 espd=0.63 | w_ref=0.00 id_ref=0.00 iq_ref=-0.09 id_fw=0.00 Tl=-0.692 | enc=-255 | mpcJ=0.0114
k=5200 mode=0 ctrl_mode=1 fw=0 Rs=0.4684 Vdc=49.49 | i=(-0.288,0.043) wm=0.00 | th_ref=0.00 th=-0.40 epos_live=0.40 epos_pi=0.00 espd=1.95 | w_ref=0.00 id_ref=0.00 iq_ref=-0.16 id_fw=0.00 Tl=-1.431 | enc=-258 | mpcJ=0.0003
k=5250 mode=0 ctrl_mode=1 fw=0 Rs=0.4684 Vdc=47.95 | i=(-0.235,0.043) wm=0.00 | th_ref=0.00 th=-0.40 epos_live=0.40 epos_pi=0.00 espd=3.19 | w_ref=0.00 id_ref=0.00 iq_ref=-0.13 id_fw=0.00 Tl=-2.102 | enc=-262 | mpcJ=0.0003
k=5300 mode=0 ctrl_mode=1 fw=0 Rs=0.4777 Vdc=46.38 | i=(-0.149,0.022) wm=0.00 | th_ref=0.00 th=-0.41 epos_live=0.41 epos_pi=0.00 espd=3.18 | w_ref=0.00 id_ref=0.00 iq_ref=-0.09 id_fw=0.00 Tl=-2.388 | enc=-267 | mpcJ=0.0000
k=5350 mode=0 ctrl_mode=1 fw=0 Rs=0.4671 Vdc=49.28 | i=(-0.023,-0.134) wm=0.00 | th_ref=0.00 th=-0.42 epos_live=0.42 epos_pi=0.00 espd=3.03 | w_ref=0.00 id_ref=0.00 iq_ref=0.01 id_fw=0.00 Tl=-2.529 | enc=-273 | mpcJ=0.0016
k=5400 mode=0 ctrl_mode=1 fw=0 Rs=0.4709 Vdc=49.37 | i=(0.463,-0.256) wm=0.00 | th_ref=0.00 th=-0.43 epos_live=0.43 epos_pi=0.00 espd=4.20 | w_ref=0.00 id_ref=0.00 iq_ref=0.31 id_fw=0.00 Tl=-2.970 | enc=-280 | mpcJ=0.0059
k=5450 mode=0 ctrl_mode=1 fw=0 Rs=0.4723 Vdc=46.55 | i=(0.491,-0.162) wm=-30.68 | th_ref=0.00 th=-0.44 epos_live=0.44 epos_pi=0.00 espd=6.05 | w_ref=0.00 id_ref=0.00 iq_ref=0.48 id_fw=0.00 Tl=19.230 | enc=-287 | mpcJ=0.0010
k=5500 mode=0 ctrl_mode=1 fw=0 Rs=0.4725 Vdc=48.12 | i=(0.669,-0.141) wm=0.00 | th_ref=0.00 th=-0.45 epos_live=0.45 epos_pi=0.00 espd=4.98 | w_ref=0.00 id_ref=0.00 iq_ref=0.69 id_fw=0.00 Tl=-2.901 | enc=-293 | mpcJ=0.0001
k=5550 mode=0 ctrl_mode=1 fw=0 Rs=0.4724 Vdc=49.68 | i=(1.014,-0.344) wm=0.00 | th_ref=0.00 th=-0.46 epos_live=0.46 epos_pi=0.00 espd=3.82 | w_ref=0.00 id_ref=0.00 iq_ref=1.01 id_fw=0.00 Tl=-2.174 | enc=-298 | mpcJ=0.0015
k=5600 mode=0 ctrl_mode=1 fw=0 Rs=0.4721 Vdc=46.76 | i=(1.283,-0.483) wm=0.00 | th_ref=0.00 th=-0.46 epos_live=0.46 epos_pi=0.00 espd=1.06 | w_ref=0.00 id_ref=0.00 iq_ref=1.19 id_fw=0.00 Tl=-0.812 | enc=-301 | mpcJ=0.0044
k=5650 mode=0 ctrl_mode=1 fw=0 Rs=0.4721 Vdc=46.65 | i=(1.233,-0.335) wm=0.00 | th_ref=0.00 th=-0.46 epos_live=0.46 epos_pi=0.00 espd=0.02 | w_ref=0.00 id_ref=0.00 iq_ref=1.22 id_fw=0.00 Tl=0.205 | enc=-302 | mpcJ=0.0002
k=5700 mode=0 ctrl_mode=1 fw=0 Rs=0.4723 Vdc=49.42 | i=(1.322,-0.141) wm=0.00 | th_ref=0.00 th=-0.46 epos_live=0.46 epos_pi=0.00 espd=0.00 | w_ref=0.00 id_ref=0.00 iq_ref=1.33 id_fw=0.00 Tl=0.460 | enc=-302 | mpcJ=0.0105
k=5750 mode=0 ctrl_mode=1 fw=0 Rs=0.4724 Vdc=47.82 | i=(1.167,-0.255) wm=0.00 | th_ref=0.00 th=-0.46 epos_live=0.46 epos_pi=0.00 espd=-0.92 | w_ref=0.00 id_ref=0.00 iq_ref=1.22 id_fw=0.00 Tl=1.453 | enc=-299 | mpcJ=0.0012
k=5800 mode=0 ctrl_mode=1 fw=0 Rs=0.4720 Vdc=46.25 | i=(1.442,-0.265) wm=0.00 | th_ref=0.00 th=-0.45 epos_live=0.45 epos_pi=0.00 espd=-4.93 | w_ref=0.00 id_ref=0.00 iq_ref=1.11 id_fw=0.00 Tl=3.339 | enc=-293 | mpcJ=0.0212
k=5850 mode=0 ctrl_mode=1 fw=0 Rs=0.4723 Vdc=49.18 | i=(1.143,-0.166) wm=0.00 | th_ref=0.00 th=-0.44 epos_live=0.44 epos_pi=0.00 espd=-4.59 | w_ref=0.00 id_ref=0.00 iq_ref=0.86 id_fw=0.00 Tl=3.730 | enc=-286 | mpcJ=0.0146
k=5900 mode=0 ctrl_mode=1 fw=0 Rs=0.4721 Vdc=49.32 | i=(0.573,0.077) wm=0.00 | th_ref=0.00 th=-0.42 epos_live=0.42 epos_pi=0.00 espd=-6.53 | w_ref=0.00 id_ref=0.00 iq_ref=0.48 id_fw=0.00 Tl=4.575 | enc=-277 | mpcJ=0.0038
k=5950 mode=0 ctrl_mode=1 fw=0 Rs=0.4735 Vdc=46.59 | i=(0.356,-0.122) wm=0.00 | th_ref=0.00 th=-0.41 epos_live=0.41 epos_pi=0.00 espd=-5.11 | w_ref=0.00 id_ref=0.00 iq_ref=0.26 id_fw=0.00 Tl=4.192 | enc=-268 | mpcJ=0.0019
k=6000 mode=0 ctrl_mode=1 fw=0 Rs=0.4717 Vdc=48.23 | i=(-0.222,-0.012) wm=30.68 | th_ref=0.00 th=-0.40 epos_live=0.40 epos_pi=0.00 espd=-7.50 | w_ref=0.00 id_ref=0.00 iq_ref=-0.19 id_fw=0.00 Tl=-17.884 | enc=-258 | mpcJ=0.0002
k=6050 mode=0 ctrl_mode=1 fw=0 Rs=0.4741 Vdc=49.82 | i=(-0.306,-0.072) wm=0.00 | th_ref=0.00 th=-0.38 epos_live=0.38 epos_pi=0.00 espd=-5.03 | w_ref=0.00 id_ref=0.00 iq_ref=-0.29 id_fw=0.00 Tl=3.679 | enc=-250 | mpcJ=0.0007
k=6100 mode=0 ctrl_mode=1 fw=0 Rs=0.4743 Vdc=46.88 | i=(-0.615,-0.154) wm=0.00 | th_ref=0.00 th=-0.37 epos_live=0.37 epos_pi=0.00 espd=-3.67 | w_ref=0.00 id_ref=0.00 iq_ref=-0.48 id_fw=0.00 Tl=2.861 | enc=-243 | mpcJ=0.0026
k=6150 mode=0 ctrl_mode=1 fw=0 Rs=0.4741 Vdc=46.72 | i=(-0.500,-0.235) wm=0.00 | th_ref=0.00 th=-0.37 epos_live=0.37 epos_pi=0.00 espd=-1.64 | w_ref=0.00 id_ref=0.00 iq_ref=-0.43 id_fw=0.00 Tl=1.733 | enc=-238 | mpcJ=0.0065
k=6200 mode=0 ctrl_mode=1 fw=0 Rs=0.4756 Vdc=49.42 | i=(-0.435,-0.086) wm=0.00 | th_ref=0.00 th=-0.36 epos_live=0.36 epos_pi=0.00 espd=-1.77 | w_ref=0.00 id_ref=0.00 iq_ref=-0.44 id_fw=0.00 Tl=1.385 | enc=-234 | mpcJ=0.0001
k=6250 mode=0 ctrl_mode=1 fw=0 Rs=0.4781 Vdc=47.73 | i=(-0.145,-0.120) wm=0.00 | th_ref=0.00 th=-0.36 epos_live=0.36 epos_pi=0.00 espd=-1.36 | w_ref=0.00 id_ref=0.00 iq_ref=-0.27 id_fw=0.00 Tl=0.911 | enc=-232 | mpcJ=0.0043
k=6300 mode=0 ctrl_mode=1 fw=0 Rs=0.4788 Vdc=46.12 | i=(0.015,-0.281) wm=0.00 | th_ref=0.00 th=-0.36 epos_live=0.36 epos_pi=0.00 espd=-0.00 | w_ref=0.00 id_ref=0.00 iq_ref=0.02 id_fw=0.00 Tl=0.042 | enc=-232 | mpcJ=0.0149
k=6350 mode=0 ctrl_mode=1 fw=0 Rs=0.4818 Vdc=49.05 | i=(0.516,-0.037) wm=0.00 | th_ref=0.00 th=-0.36 epos_live=0.36 epos_pi=0.00 espd=-0.00 | w_ref=0.00 id_ref=0.00 iq_ref=0.31 id_fw=0.00 Tl=0.106 | enc=-232 | mpcJ=0.0086
k=6400 mode=0 ctrl_mode=1 fw=0 Rs=0.4815 Vdc=49.22 | i=(0.710,-0.039) wm=0.00 | th_ref=0.00 th=-0.36 epos_live=0.36 epos_pi=0.00 espd=-0.00 | w_ref=0.00 id_ref=0.00 iq_ref=0.63 id_fw=0.00 Tl=0.205 | enc=-232 | mpcJ=0.0033
k=6450 mode=0 ctrl_mode=1 fw=0 Rs=0.4811 Vdc=46.56 | i=(0.984,-0.066) wm=0.00 | th_ref=0.00 th=-0.35 epos_live=0.35 epos_pi=0.00 espd=-3.24 | w_ref=0.00 id_ref=0.00 iq_ref=0.86 id_fw=0.00 Tl=1.384 | enc=-231 | mpcJ=0.0071
k=6500 mode=0 ctrl_mode=1 fw=0 Rs=0.4817 Vdc=48.29 | i=(1.062,0.097) wm=0.00 | th_ref=0.00 th=-0.35 epos_live=0.35 epos_pi=0.00 espd=-0.55 | w_ref=0.00 id_ref=0.00 iq_ref=1.08 id_fw=0.00 Tl=0.991 | enc=-230 | mpcJ=0.0012
k=6550 mode=0 ctrl_mode=1 fw=0 Rs=0.4820 Vdc=49.93 | i=(1.021,-0.053) wm=0.00 | th_ref=0.00 th=-0.35 epos_live=0.35 epos_pi=0.00 espd=-1.21 | w_ref=0.00 id_ref=0.00 iq_ref=1.03 id_fw=0.00 Tl=1.582 | enc=-227 | mpcJ=0.0104
k=6600 mode=0 ctrl_mode=1 fw=0 Rs=0.4816 Vdc=47.02 | i=(1.043,0.163) wm=0.00 | th_ref=0.00 th=-0.34 epos_live=0.34 epos_pi=0.00 espd=-3.46 | w_ref=0.00 id_ref=0.00 iq_ref=0.98 id_fw=0.00 Tl=2.691 | enc=-222 | mpcJ=0.0003
k=6650 mode=0 ctrl_mode=1 fw=0 Rs=0.4813 Vdc=46.84 | i=(0.930,0.350) wm=0.00 | th_ref=0.00 th=-0.33 epos_live=0.33 epos_pi=0.00 espd=-5.02 | w_ref=0.00 id_ref=0.00 iq_ref=0.83 id_fw=0.00 Tl=3.403 | enc=-216 | mpcJ=0.0042
k=6700 mode=0 ctrl_mode=1 fw=0 Rs=0.4821 Vdc=49.47 | i=(0.752,0.014) wm=0.00 | th_ref=0.00 th=-0.32 epos_live=0.32 epos_pi=0.00 espd=-2.74 | w_ref=0.00 id_ref=0.00 iq_ref=0.57 id_fw=0.00 Tl=2.832 | enc=-210 | mpcJ=0.0108
k=6750 mode=0 ctrl_mode=1 fw=0 Rs=0.4842 Vdc=47.70 | i=(0.201,-0.072) wm=0.00 | th_ref=0.00 th=-0.31 epos_live=0.31 epos_pi=0.00 espd=-2.87 | w_ref=0.00 id_ref=0.00 iq_ref=0.20 id_fw=0.00 Tl=2.809 | enc=-203 | mpcJ=0.0035
k=6800 mode=0 ctrl_mode=1 fw=0 Rs=0.4733 Vdc=46.03 | i=(0.021,0.012) wm=30.68 | th_ref=0.00 th=-0.30 epos_live=0.30 epos_pi=0.00 espd=-5.66 | w_ref=0.00 id_ref=0.00 iq_ref=-0.16 id_fw=0.00 Tl=-19.288 | enc=-196 | mpcJ=0.0062
k=6850 mode=0 ctrl_mode=1 fw=0 Rs=0.4691 Vdc=48.92 | i=(-0.364,-0.054) wm=0.00 | th_ref=0.00 th=-0.29 epos_live=0.29 epos_pi=0.00 espd=-1.71 | w_ref=0.00 id_ref=0.00 iq_ref=-0.35 id_fw=0.00 Tl=1.658 | enc=-192 | mpcJ=0.0012
k=6900 mode=0 ctrl_mode=1 fw=0 Rs=0.4695 Vdc=49.09 | i=(-0.469,0.026) wm=0.00 | th_ref=0.00 th=-0.29 epos_live=0.29 epos_pi=0.00 espd=-2.06 | w_ref=0.00 id_ref=0.00 iq_ref=-0.49 id_fw=0.00 Tl=1.249 | enc=-189 | mpcJ=0.0094
k=6950 mode=0 ctrl_mode=1 fw=0 Rs=0.4680 Vdc=46.48 | i=(-0.442,0.100) wm=0.00 | th_ref=0.00 th=-0.29 epos_live=0.29 epos_pi=0.00 espd=-0.00 | w_ref=0.00 id_ref=0.00 iq_ref=-0.42 id_fw=0.00 Tl=-0.051 | enc=-189 | mpcJ=0.0077
k=7000 mode=0 ctrl_mode=1 fw=0 Rs=0.4699 Vdc=48.29 | i=(-0.261,-0.083) wm=0.00 | th_ref=0.00 th=-0.29 epos_live=0.29 epos_pi=0.00 espd=1.58 | w_ref=0.00 id_ref=0.00 iq_ref=-0.19 id_fw=0.00 Tl=-1.134 | enc=-191 | mpcJ=0.0010
k=7050 mode=0 ctrl_mode=1 fw=0 Rs=0.4623 Vdc=50.00 | i=(0.295,0.093) wm=0.00 | th_ref=0.00 th=-0.30 epos_live=0.30 epos_pi=0.00 espd=0.97 | w_ref=0.00 id_ref=0.00 iq_ref=0.16 id_fw=0.00 Tl=-1.099 | enc=-194 | mpcJ=0.0002
k=7100 mode=0 ctrl_mode=1 fw=0 Rs=0.4651 Vdc=47.14 | i=(0.564,0.126) wm=0.00 | th_ref=0.00 th=-0.31 epos_live=0.31 epos_pi=0.00 espd=2.92 | w_ref=0.00 id_ref=0.00 iq_ref=0.55 id_fw=0.00 Tl=-1.929 | enc=-199 | mpcJ=0.0009
k=7150 mode=0 ctrl_mode=1 fw=0 Rs=0.4653 Vdc=46.99 | i=(1.021,0.232) wm=-30.68 | th_ref=0.00 th=-0.31 epos_live=0.31 epos_pi=0.00 espd=4.88 | w_ref=0.00 id_ref=0.00 iq_ref=1.04 id_fw=0.00 Tl=20.300 | enc=-204 | mpcJ=0.0021
k=7200 mode=0 ctrl_mode=1 fw=0 Rs=0.4648 Vdc=49.59 | i=(1.256,0.461) wm=0.00 | th_ref=0.00 th=-0.32 epos_live=0.32 epos_pi=0.00 espd=0.87 | w_ref=0.00 id_ref=0.00 iq_ref=1.16 id_fw=0.00 Tl=-0.811 | enc=-207 | mpcJ=0.0022
k=7250 mode=0 ctrl_mode=1 fw=0 Rs=0.4648 Vdc=47.74 | i=(1.351,0.515) wm=0.00 | th_ref=0.00 th=-0.32 epos_live=0.32 epos_pi=0.00 espd=0.60 | w_ref=0.00 id_ref=0.00 iq_ref=1.26 id_fw=0.00 Tl=-0.416 | enc=-210 | mpcJ=0.0045
k=7300 mode=0 ctrl_mode=1 fw=0 Rs=0.4650 Vdc=45.99 | i=(1.190,0.162) wm=0.00 | th_ref=0.00 th=-0.32 epos_live=0.32 epos_pi=0.00 espd=0.02 | w_ref=0.00 id_ref=0.00 iq_ref=1.17 id_fw=0.00 Tl=0.260 | enc=-211 | mpcJ=0.0050
k=7350 mode=0 ctrl_mode=1 fw=0 Rs=0.4650 Vdc=48.82 | i=(1.198,0.342) wm=0.00 | th_ref=0.00 th=-0.32 epos_live=0.32 epos_pi=0.00 espd=-0.22 | w_ref=0.00 id_ref=0.00 iq_ref=0.96 id_fw=0.00 Tl=0.589 | enc=-211 | mpcJ=0.0129
k=7400 mode=0 ctrl_mode=1 fw=0 Rs=0.4651 Vdc=48.94 | i=(0.708,0.193) wm=0.00 | th_ref=0.00 th=-0.32 epos_live=0.32 epos_pi=0.00 espd=-0.00 | w_ref=0.00 id_ref=0.00 iq_ref=0.65 id_fw=0.00 Tl=0.326 | enc=-211 | mpcJ=0.0000
k=7450 mode=0 ctrl_mode=1 fw=0 Rs=0.4650 Vdc=46.35 | i=(0.324,0.012) wm=0.00 | th_ref=0.00 th=-0.32 epos_live=0.32 epos_pi=0.00 espd=-0.01 | w_ref=0.00 id_ref=0.00 iq_ref=0.26 id_fw=0.00 Tl=0.278 | enc=-210 | mpcJ=0.0007
k=7500 mode=0 ctrl_mode=1 fw=0 Rs=0.4656 Vdc=48.22 | i=(-0.129,0.288) wm=0.00 | th_ref=0.00 th=-0.32 epos_live=0.32 epos_pi=0.00 espd=-0.00 | w_ref=0.00 id_ref=0.00 iq_ref=-0.09 id_fw=0.00 Tl=0.036 | enc=-210 | mpcJ=0.0123
k=7550 mode=0 ctrl_mode=1 fw=0 Rs=0.4664 Vdc=50.00 | i=(-0.322,-0.324) wm=0.00 | th_ref=0.00 th=-0.33 epos_live=0.33 epos_pi=0.00 espd=2.05 | w_ref=0.00 id_ref=0.00 iq_ref=-0.25 id_fw=0.00 Tl=-1.243 | enc=-212 | mpcJ=0.0064
k=7600 mode=0 ctrl_mode=1 fw=0 Rs=0.4703 Vdc=47.21 | i=(-0.066,-0.174) wm=0.00 | th_ref=0.00 th=-0.33 epos_live=0.33 epos_pi=0.00 espd=3.39 | w_ref=0.00 id_ref=0.00 iq_ref=-0.18 id_fw=0.00 Tl=-2.211 | enc=-216 | mpcJ=0.0048
k=7650 mode=0 ctrl_mode=1 fw=0 Rs=0.4514 Vdc=47.12 | i=(-0.145,0.160) wm=0.00 | th_ref=0.00 th=-0.34 epos_live=0.34 epos_pi=0.00 espd=5.04 | w_ref=0.00 id_ref=0.00 iq_ref=-0.04 id_fw=0.00 Tl=-3.123 | enc=-222 | mpcJ=0.0053
k=7700 mode=0 ctrl_mode=1 fw=0 Rs=0.4436 Vdc=49.72 | i=(0.285,0.081) wm=0.00 | th_ref=0.00 th=-0.35 epos_live=0.35 epos_pi=0.00 espd=4.49 | w_ref=0.00 id_ref=0.00 iq_ref=0.32 id_fw=0.00 Tl=-3.250 | enc=-229 | mpcJ=0.0003
k=7750 mode=0 ctrl_mode=1 fw=0 Rs=0.4441 Vdc=47.83 | i=(0.768,0.004) wm=0.00 | th_ref=0.00 th=-0.36 epos_live=0.36 epos_pi=0.00 espd=4.63 | w_ref=0.00 id_ref=0.00 iq_ref=0.76 id_fw=0.00 Tl=-3.298 | enc=-237 | mpcJ=0.0015
k=7800 mode=0 ctrl_mode=1 fw=0 Rs=0.4441 Vdc=46.02 | i=(1.206,-0.093) wm=-30.68 | th_ref=0.00 th=-0.38 epos_live=0.38 epos_pi=0.00 espd=6.26 | w_ref=0.00 id_ref=0.00 iq_ref=1.19 id_fw=0.00 Tl=19.160 | enc=-245 | mpcJ=0.0064
k=7850 mode=0 ctrl_mode=1 fw=0 Rs=0.4437 Vdc=48.77 | i=(1.776,0.185) wm=0.00 | th_ref=0.00 th=-0.39 epos_live=0.39 epos_pi=0.00 espd=4.26 | w_ref=0.00 id_ref=0.00 iq_ref=1.44 id_fw=0.00 Tl=-2.461 | enc=-251 | mpcJ=0.0102
